n,plus,multi,square
631,2.1e-05,2.1e-05,2.8e-05
632,2.1e-05,2.2e-05,3e-05
633,2.1e-05,2.1e-05,2.9e-05
634,2.1e-05,2.1e-05,2.9e-05
635,2.1e-05,2.1e-05,2.9e-05
636,2.1e-05,2.1e-05,3e-05
637,2.1e-05,2.1e-05,3e-05
638,2.1e-05,2.1e-05,2.9e-05
639,2.1e-05,2.2e-05,2.9e-05
640,2.1e-05,2.1e-05,3e-05
641,2.1e-05,2.1e-05,2.9e-05
642,2.1e-05,2.2e-05,2.8e-05
643,2.1e-05,2.1e-05,2.9e-05
644,2.1e-05,2.1e-05,2.9e-05
645,2.1e-05,2.2e-05,3.6e-05
646,2.1e-05,2.1e-05,3e-05
647,2.2e-05,2.2e-05,2.9e-05
648,2.1e-05,2.1e-05,3e-05
649,2.1e-05,2.1e-05,2.9e-05
650,2.1e-05,2.2e-05,3e-05
651,2.2e-05,2.1e-05,2.9e-05
652,2.1e-05,2.2e-05,3e-05
653,2.1e-05,2.1e-05,2.9e-05
654,2.2e-05,2.1e-05,3e-05
655,2.1e-05,2.1e-05,3e-05
656,2.1e-05,2.2e-05,2.9e-05
657,2.3e-05,2.1e-05,2.8e-05
658,2.1e-05,2.1e-05,2.9e-05
659,2.1e-05,2.2e-05,2.9e-05
660,2.1e-05,2.2e-05,3e-05
661,2.1e-05,2.1e-05,2.9e-05
662,2.2e-05,2.3e-05,3e-05
663,2.1e-05,2.1e-05,2.9e-05
664,2.2e-05,2.2e-05,3e-05
665,2.1e-05,2.2e-05,2.9e-05
666,2.2e-05,2.2e-05,3e-05
667,2.1e-05,2.2e-05,3e-05
668,2.2e-05,2.1e-05,3e-05
669,2.1e-05,2.2e-05,2.9e-05
670,2.2e-05,2.1e-05,3e-05
671,2.2e-05,2.1e-05,3e-05
672,2.2e-05,4e-05,3.1e-05
673,2.1e-05,2.4e-05,2.9e-05
674,2.1e-05,2.2e-05,2.9e-05
675,2.2e-05,2.2e-05,2.9e-05
676,2.2e-05,2.2e-05,2.9e-05
677,2.1e-05,2.2e-05,2.9e-05
678,2.1e-05,2.1e-05,3e-05
679,2.1e-05,2.2e-05,3e-05
680,2.1e-05,2.2e-05,3e-05
681,2.2e-05,2.2e-05,3e-05
682,2.2e-05,2.2e-05,3e-05
683,2.2e-05,2.2e-05,3e-05
684,2.2e-05,2.2e-05,3e-05
685,2.2e-05,2.1e-05,3e-05
686,2.2e-05,2.2e-05,3e-05
687,2.1e-05,2.2e-05,3e-05
688,2.5e-05,2.2e-05,3e-05
689,2.2e-05,2.2e-05,2.9e-05
690,2.2e-05,3.7e-05,3e-05
691,2.2e-05,4.1e-05,3e-05
692,2.8e-05,3.6e-05,3e-05
693,2.3e-05,4.3e-05,3.1e-05
694,2.2e-05,3.6e-05,3.1e-05
695,2.2e-05,3.9e-05,3.1e-05
696,2.1e-05,4.1e-05,3e-05
697,2.2e-05,3.5e-05,3e-05
698,2.1e-05,3.5e-05,4e-05
699,2.1e-05,3.5e-05,3.2e-05
700,2.2e-05,3.5e-05,3.1e-05
701,2.2e-05,3.9e-05,3.1e-05
702,2.2e-05,3.6e-05,3.1e-05
703,2.2e-05,3.6e-05,3.2e-05
704,2.2e-05,3.5e-05,3.1e-05
705,2.2e-05,3.8e-05,3e-05
706,2.2e-05,3.7e-05,3.1e-05
707,2.2e-05,3.5e-05,3.1e-05
708,2.2e-05,3.7e-05,3e-05
709,2.1e-05,3.8e-05,3e-05
710,2.1e-05,3.3e-05,3.1e-05
711,2.2e-05,4.5e-05,3e-05
712,2.1e-05,4.4e-05,3.2e-05
713,2.2e-05,4e-05,3e-05
714,2.2e-05,4.7e-05,3.1e-05
715,2.2e-05,2.6e-05,3e-05
716,2.1e-05,2.2e-05,3e-05
717,2.2e-05,2.2e-05,3e-05
718,2.2e-05,2.2e-05,3.1e-05
719,2.2e-05,2.2e-05,3.1e-05
720,2.2e-05,2.2e-05,3.1e-05
721,2.2e-05,2.2e-05,3.1e-05
722,2.2e-05,2.2e-05,3.1e-05
723,2.2e-05,2.2e-05,3.2e-05
724,2.2e-05,2.3e-05,3.7e-05
725,2.2e-05,2.2e-05,3.1e-05
726,2.2e-05,2.2e-05,3.1e-05
727,2.6e-05,2.2e-05,3e-05
728,2.3e-05,2.3e-05,3.1e-05
729,2.2e-05,2.2e-05,3e-05
730,2.2e-05,2.2e-05,3.1e-05
731,2.2e-05,2.2e-05,3.2e-05
732,2.3e-05,2.2e-05,3.2e-05
733,2.2e-05,2.2e-05,3.1e-05
734,2.2e-05,2.2e-05,3.2e-05
735,2.2e-05,2.2e-05,3.2e-05
736,2.2e-05,2.3e-05,3.2e-05
737,2.3e-05,2.2e-05,3e-05
738,2.2e-05,2.2e-05,3.1e-05
739,2.2e-05,2.2e-05,3e-05
740,2.2e-05,2.2e-05,3.1e-05
741,2.2e-05,2.2e-05,3.1e-05
742,2.3e-05,2.2e-05,3.1e-05
743,2.2e-05,2.3e-05,3.1e-05
744,2.2e-05,2.2e-05,3.2e-05
745,2.2e-05,2.2e-05,3.1e-05
746,2.2e-05,2.2e-05,3.1e-05
747,2.2e-05,2.2e-05,3.1e-05
748,2.2e-05,3.1e-05,3.1e-05
749,2.2e-05,2.3e-05,3.8e-05
750,2.3e-05,2.3e-05,3.4e-05
751,2.3e-05,2.3e-05,3.2e-05
752,2.6e-05,2.3e-05,3.3e-05
753,2.3e-05,2.3e-05,3.2e-05
754,2.3e-05,2.3e-05,3.2e-05
755,2.3e-05,2.3e-05,3.1e-05
756,2.3e-05,2.2e-05,3.2e-05
757,2.3e-05,2.3e-05,3.2e-05
758,2.3e-05,2.3e-05,3.3e-05
759,2.3e-05,2.2e-05,3.1e-05
760,2.2e-05,2.2e-05,3.3e-05
761,2.2e-05,2.2e-05,3.1e-05
762,2.7e-05,2.2e-05,3.3e-05
763,2.2e-05,2.2e-05,3.3e-05
764,2.3e-05,2.2e-05,3.2e-05
765,2.3e-05,2.2e-05,3.2e-05
766,2.3e-05,2.2e-05,3.2e-05
767,2.2e-05,2.3e-05,3.2e-05
768,2.3e-05,2.3e-05,3.3e-05
769,2.2e-05,2.2e-05,3.1e-05
770,2.3e-05,2.2e-05,3.2e-05
771,2.2e-05,2.3e-05,3.1e-05
772,2.3e-05,2.3e-05,3.2e-05
773,2.3e-05,2.3e-05,3.1e-05
774,2.2e-05,2.3e-05,4e-05
775,2.2e-05,2.2e-05,3.3e-05
776,2.2e-05,2.2e-05,3.2e-05
777,2.3e-05,2.3e-05,3.3e-05
778,2.3e-05,2.3e-05,3.2e-05
779,2.3e-05,2.3e-05,3.1e-05
780,2.2e-05,2.2e-05,3.3e-05
781,2.2e-05,2.3e-05,3.2e-05
782,2.3e-05,3.2e-05,3.3e-05
783,2.3e-05,2.3e-05,3.2e-05
784,2.3e-05,2.3e-05,3.3e-05
785,2.3e-05,2.3e-05,3.2e-05
786,2.2e-05,2.3e-05,3.3e-05
787,2.3e-05,2.3e-05,3.2e-05
788,2.3e-05,2.2e-05,3.2e-05
789,2.2e-05,2.3e-05,3.2e-05
790,2.3e-05,2.3e-05,3.3e-05
791,2.3e-05,2.3e-05,3.2e-05
792,2.2e-05,2.3e-05,3.3e-05
793,2.3e-05,2.3e-05,3.2e-05
794,2.2e-05,2.3e-05,3.3e-05
795,2.3e-05,2.3e-05,3.2e-05
796,2.8e-05,2.2e-05,3.3e-05
797,2.3e-05,2.3e-05,3.2e-05
798,2.2e-05,2.3e-05,3.8e-05
799,2.3e-05,2.3e-05,3.5e-05
800,2.3e-05,2.3e-05,3.4e-05
801,2.3e-05,2.5e-05,3.3e-05
802,2.3e-05,2.3e-05,3.3e-05
803,2.3e-05,2.3e-05,3.2e-05
804,2.3e-05,2.4e-05,3.3e-05
805,2.3e-05,2.3e-05,3.3e-05
806,2.3e-05,2.3e-05,3.2e-05
807,2.3e-05,2.3e-05,3.4e-05
808,2.3e-05,2.3e-05,3.4e-05
809,2.3e-05,2.3e-05,3.3e-05
810,2.3e-05,2.3e-05,3.2e-05
811,2.3e-05,2.3e-05,3.2e-05
812,2.3e-05,2.3e-05,3.4e-05
813,2.2e-05,2.3e-05,3.2e-05
814,2.3e-05,2.3e-05,3.3e-05
815,2.6e-05,3.1e-05,3.3e-05
816,2.4e-05,2.4e-05,3.5e-05
817,2.3e-05,2.3e-05,3.3e-05
818,2.3e-05,2.3e-05,3.4e-05
819,2.3e-05,2.3e-05,3.3e-05
820,2.3e-05,2.3e-05,3.3e-05
821,2.3e-05,2.3e-05,3.3e-05
822,2.3e-05,2.3e-05,3.8e-05
823,2.3e-05,2.4e-05,3.6e-05
824,2.3e-05,2.4e-05,3.4e-05
825,2.3e-05,2.3e-05,3.2e-05
826,2.3e-05,2.3e-05,3.4e-05
827,2.4e-05,2.3e-05,3.3e-05
828,2.4e-05,2.3e-05,3.4e-05
829,2.9e-05,2.3e-05,3.3e-05
830,2.4e-05,2.3e-05,3.4e-05
831,2.3e-05,2.3e-05,3.3e-05
832,2.3e-05,2.3e-05,3.4e-05
833,2.3e-05,2.3e-05,3.3e-05
834,2.3e-05,2.3e-05,3.3e-05
835,2.3e-05,2.4e-05,3.4e-05
836,2.3e-05,2.3e-05,3.3e-05
837,2.3e-05,2.3e-05,3.3e-05
838,2.3e-05,2.3e-05,3.4e-05
839,2.4e-05,2.4e-05,3.5e-05
840,2.4e-05,2.3e-05,3.5e-05
841,2.4e-05,2.3e-05,3.4e-05
842,2.4e-05,2.4e-05,3.3e-05
843,2.3e-05,2.3e-05,3.3e-05
844,2.3e-05,2.3e-05,3.3e-05
845,2.3e-05,2.4e-05,3.4e-05
846,2.3e-05,2.3e-05,4.4e-05
847,2.3e-05,2.4e-05,3.6e-05
848,2.4e-05,2.6e-05,3.4e-05
849,2.3e-05,2.5e-05,3.3e-05
850,2.3e-05,2.3e-05,3.3e-05
851,2.3e-05,2.4e-05,3.3e-05
852,2.3e-05,2.3e-05,3.5e-05
853,2.4e-05,2.3e-05,3.4e-05
854,2.3e-05,2.3e-05,3.4e-05
855,2.3e-05,2.4e-05,3.4e-05
856,2.4e-05,2.4e-05,3.4e-05
857,2.3e-05,2.3e-05,3.4e-05
858,2.3e-05,2.4e-05,3.4e-05
859,2.4e-05,2.4e-05,3.4e-05
860,2.3e-05,2.3e-05,3.5e-05
861,2.4e-05,2.4e-05,3.5e-05
862,3.1e-05,2.4e-05,3.4e-05
863,2.5e-05,2.3e-05,3.5e-05
864,2.3e-05,2.3e-05,3.5e-05
865,2.4e-05,2.4e-05,3.3e-05
866,2.3e-05,2.4e-05,3.4e-05
867,2.3e-05,2.4e-05,3.4e-05
868,2.4e-05,2.3e-05,3.4e-05
869,2.3e-05,2.4e-05,4e-05
870,2.4e-05,2.4e-05,3.6e-05
871,2.3e-05,2.4e-05,3.5e-05
872,2.4e-05,2.4e-05,3.5e-05
873,2.3e-05,2.4e-05,3.5e-05
874,2.4e-05,2.4e-05,3.5e-05
875,2.3e-05,2.4e-05,3.4e-05
876,2.4e-05,2.4e-05,3.5e-05
877,2.3e-05,2.4e-05,3.5e-05
878,2.4e-05,2.4e-05,3.6e-05
879,2.6e-05,2.4e-05,3.4e-05
880,2.4e-05,3.2e-05,3.5e-05
881,2.4e-05,2.4e-05,3.4e-05
882,2.4e-05,2.4e-05,3.5e-05
883,2.3e-05,2.4e-05,3.5e-05
884,2.4e-05,2.4e-05,3.5e-05
885,2.4e-05,2.4e-05,3.5e-05
886,2.4e-05,2.5e-05,3.5e-05
887,2.3e-05,2.4e-05,3.5e-05
888,2.4e-05,2.4e-05,3.6e-05
889,2.4e-05,2.4e-05,3.4e-05
890,2.3e-05,2.4e-05,3.5e-05
891,2.4e-05,2.4e-05,3.5e-05
892,2.4e-05,2.4e-05,4.3e-05
893,2.4e-05,2.4e-05,3.6e-05
894,3e-05,2.4e-05,3.4e-05
895,2.4e-05,2.5e-05,3.6e-05
896,2.4e-05,2.4e-05,3.6e-05
897,2.4e-05,2.4e-05,3.5e-05
898,2.4e-05,2.4e-05,3.5e-05
899,2.4e-05,2.5e-05,3.4e-05
900,2.4e-05,2.4e-05,3.6e-05
901,2.4e-05,2.3e-05,3.5e-05
902,2.4e-05,2.4e-05,3.6e-05
903,2.4e-05,2.4e-05,3.4e-05
904,2.4e-05,2.4e-05,3.5e-05
905,2.4e-05,2.4e-05,3.5e-05
906,2.4e-05,2.4e-05,3.5e-05
907,2.4e-05,2.4e-05,3.5e-05
908,2.4e-05,2.4e-05,3.5e-05
909,2.4e-05,2.4e-05,3.5e-05
910,2.4e-05,2.4e-05,3.5e-05
911,2.4e-05,2.4e-05,3.6e-05
912,2.4e-05,2.6e-05,3.6e-05
913,2.4e-05,2.4e-05,3.5e-05
914,2.4e-05,2.5e-05,3.6e-05
915,2.4e-05,2.4e-05,3.7e-05
916,2.4e-05,2.4e-05,3.6e-05
917,2.4e-05,2.4e-05,3.5e-05
918,2.4e-05,2.4e-05,3.6e-05
919,2.4e-05,2.5e-05,3.5e-05
920,2.4e-05,2.4e-05,3.5e-05
921,2.4e-05,2.4e-05,3.5e-05
922,2.5e-05,2.5e-05,3.6e-05
923,2.4e-05,2.5e-05,3.5e-05
924,2.4e-05,2.5e-05,3.5e-05
925,2.4e-05,2.4e-05,3.7e-05
926,3e-05,2.4e-05,3.6e-05
927,2.5e-05,2.5e-05,3.6e-05
928,2.4e-05,2.4e-05,3.6e-05
929,2.5e-05,2.4e-05,3.5e-05
930,2.4e-05,2.4e-05,3.6e-05
931,2.4e-05,2.4e-05,3.6e-05
932,2.4e-05,2.5e-05,3.6e-05
933,2.4e-05,2.4e-05,3.6e-05
934,2.5e-05,2.4e-05,3.6e-05
935,2.4e-05,2.4e-05,3.6e-05
936,2.4e-05,2.5e-05,3.6e-05
937,2.4e-05,2.5e-05,4.2e-05
938,2.5e-05,2.5e-05,3.5e-05
939,2.4e-05,2.5e-05,3.6e-05
940,2.4e-05,2.5e-05,3.7e-05
941,2.4e-05,2.4e-05,3.7e-05
942,2.5e-05,2.5e-05,3.7e-05
943,2.8e-05,3.1e-05,3.6e-05
944,2.5e-05,2.5e-05,3.7e-05
945,2.4e-05,2.4e-05,3.5e-05
946,2.4e-05,2.4e-05,3.7e-05
947,2.4e-05,2.4e-05,3.6e-05
948,2.4e-05,2.4e-05,3.8e-05
949,2.5e-05,2.4e-05,3.7e-05
950,2.4e-05,2.4e-05,3.7e-05
951,2.5e-05,2.5e-05,3.6e-05
952,2.4e-05,2.4e-05,3.7e-05
953,2.4e-05,2.4e-05,3.6e-05
954,2.4e-05,2.5e-05,3.8e-05
955,2.5e-05,2.5e-05,3.7e-05
956,2.4e-05,2.5e-05,3.7e-05
957,3e-05,2.5e-05,3.7e-05
958,2.6e-05,2.4e-05,3.7e-05
959,2.4e-05,2.4e-05,3.8e-05
960,2.4e-05,2.4e-05,3.7e-05
961,2.4e-05,2.4e-05,3.6e-05
962,2.4e-05,2.4e-05,3.7e-05
963,2.5e-05,2.4e-05,3.7e-05
964,2.4e-05,2.5e-05,3.6e-05
965,2.4e-05,2.5e-05,3.6e-05
966,2.4e-05,2.5e-05,3.7e-05
967,2.5e-05,2.5e-05,3.6e-05
968,2.5e-05,2.5e-05,3.8e-05
969,2.5e-05,2.4e-05,3.7e-05
970,2.5e-05,2.4e-05,3.7e-05
971,2.5e-05,2.4e-05,3.6e-05
972,2.5e-05,2.5e-05,3.7e-05
973,2.5e-05,2.5e-05,3.7e-05
974,2.5e-05,3.2e-05,3.7e-05
975,2.4e-05,2.5e-05,3.7e-05
976,2.4e-05,2.5e-05,3.7e-05
977,2.5e-05,2.5e-05,3.7e-05
978,2.4e-05,2.5e-05,3.7e-05
979,2.4e-05,2.5e-05,3.7e-05
980,2.5e-05,2.5e-05,4.4e-05
981,2.5e-05,2.5e-05,3.8e-05
982,2.5e-05,2.5e-05,3.7e-05
983,2.5e-05,2.5e-05,3.7e-05
984,2.5e-05,2.4e-05,4e-05
985,2.5e-05,2.5e-05,3.8e-05
986,2.4e-05,2.5e-05,3.8e-05
987,2.4e-05,2.4e-05,3.8e-05
988,3e-05,2.5e-05,3.8e-05
989,2.6e-05,2.5e-05,3.8e-05
990,2.4e-05,2.5e-05,3.8e-05
991,2.5e-05,2.5e-05,3.8e-05
992,2.5e-05,2.5e-05,3.9e-05
993,2.5e-05,2.4e-05,3.8e-05
994,2.5e-05,2.5e-05,3.7e-05
995,2.5e-05,2.5e-05,3.7e-05
996,2.5e-05,2.4e-05,3.8e-05
997,2.5e-05,2.5e-05,3.8e-05
998,2.5e-05,2.5e-05,4e-05
999,2.5e-05,2.5e-05,3.8e-05
1000,2.5e-05,2.5e-05,3.8e-05
1001,2.5e-05,2.5e-05,4.3e-05
1002,2.5e-05,2.5e-05,4e-05
1003,2.5e-05,2.5e-05,3.8e-05
1004,2.5e-05,3.1e-05,3.9e-05
1005,2.5e-05,2.8e-05,3.9e-05
1006,2.5e-05,2.6e-05,3.9e-05
1007,2.9e-05,2.5e-05,3.9e-05
1008,2.6e-05,2.5e-05,3.9e-05
1009,2.6e-05,2.6e-05,3.9e-05
1010,2.5e-05,2.5e-05,3.9e-05
1011,2.5e-05,2.5e-05,3.8e-05
1012,2.5e-05,2.6e-05,3.8e-05
1013,2.6e-05,2.5e-05,3.8e-05
1014,2.6e-05,2.5e-05,3.8e-05
1015,2.5e-05,2.5e-05,3.8e-05
1016,2.5e-05,2.5e-05,3.8e-05
1017,2.5e-05,2.5e-05,3.8e-05
1018,2.5e-05,2.5e-05,3.9e-05
1019,3.1e-05,2.5e-05,3.7e-05
1020,2.5e-05,2.5e-05,3.9e-05
1021,2.5e-05,2.5e-05,3.8e-05
1022,2.6e-05,2.5e-05,4.5e-05
1023,2.5e-05,2.5e-05,4e-05
1024,2.5e-05,2.5e-05,4e-05
1025,2.5e-05,2.5e-05,3.8e-05
1026,2.5e-05,2.5e-05,3.8e-05
1027,2.5e-05,2.5e-05,4e-05
1028,2.5e-05,2.5e-05,3.9e-05
1029,2.5e-05,2.5e-05,3.8e-05
1030,2.5e-05,2.5e-05,3.8e-05
1031,2.5e-05,2.5e-05,3.7e-05
1032,2.5e-05,2.5e-05,3.9e-05
1033,2.5e-05,2.6e-05,3.9e-05
1034,2.5e-05,2.6e-05,3.9e-05
1035,2.5e-05,2.8e-05,3.8e-05
1036,2.5e-05,2.6e-05,3.9e-05
1037,2.5e-05,2.6e-05,3.8e-05
1038,2.5e-05,2.5e-05,3.8e-05
1039,2.6e-05,2.6e-05,3.8e-05
1040,2.6e-05,2.6e-05,4e-05
1041,2.6e-05,2.6e-05,3.8e-05
1042,2.5e-05,2.6e-05,4.4e-05
1043,2.5e-05,2.6e-05,4e-05
1044,2.5e-05,2.6e-05,4e-05
1045,2.5e-05,2.6e-05,3.8e-05
1046,2.5e-05,2.6e-05,3.8e-05
1047,2.5e-05,2.6e-05,3.9e-05
1048,2.6e-05,2.6e-05,4e-05
1049,3e-05,2.6e-05,3.9e-05
1050,2.6e-05,2.6e-05,3.9e-05
1051,2.5e-05,2.6e-05,3.8e-05
1052,2.5e-05,2.6e-05,3.9e-05
1053,2.5e-05,2.6e-05,3.8e-05
1054,2.5e-05,2.6e-05,3.9e-05
1055,2.6e-05,2.6e-05,3.8e-05
1056,2.6e-05,2.6e-05,3.9e-05
1057,2.5e-05,2.6e-05,3.9e-05
1058,2.5e-05,2.6e-05,3.9e-05
1059,2.5e-05,2.6e-05,3.9e-05
1060,2.6e-05,2.6e-05,4e-05
1061,2.6e-05,2.7e-05,4e-05
1062,2.6e-05,2.6e-05,3.9e-05
1063,2.5e-05,2.7e-05,4.7e-05
1064,2.5e-05,3.4e-05,4e-05
1065,2.6e-05,2.7e-05,3.9e-05
1066,2.5e-05,2.6e-05,3.9e-05
1067,2.6e-05,2.7e-05,4e-05
1068,2.6e-05,2.7e-05,4e-05
1069,2.6e-05,2.6e-05,3.8e-05
1070,2.9e-05,2.6e-05,4e-05
1071,2.6e-05,2.6e-05,4e-05
1072,2.6e-05,2.7e-05,4e-05
1073,2.5e-05,2.6e-05,4e-05
1074,2.6e-05,2.6e-05,4e-05
1075,2.5e-05,2.6e-05,3.9e-05
1076,2.6e-05,2.6e-05,4e-05
1077,2.5e-05,2.7e-05,3.9e-05
1078,2.6e-05,2.6e-05,4.1e-05
1079,2.7e-05,2.6e-05,4e-05
1080,2.6e-05,2.7e-05,4e-05
1081,2.6e-05,2.6e-05,4e-05
1082,2.6e-05,2.6e-05,4e-05
1083,2.6e-05,2.6e-05,4.5e-05
1084,2.6e-05,2.6e-05,4.1e-05
1085,2.6e-05,2.7e-05,4e-05
1086,2.6e-05,2.6e-05,4.1e-05
1087,2.5e-05,2.6e-05,4e-05
1088,2.6e-05,2.7e-05,4.1e-05
1089,2.6e-05,2.6e-05,3.9e-05
1090,2.6e-05,2.6e-05,3.9e-05
1091,2.6e-05,2.6e-05,4e-05
1092,2.6e-05,2.6e-05,4.1e-05
1093,2.6e-05,3.4e-05,4e-05
1094,2.6e-05,2.7e-05,4.1e-05
1095,2.6e-05,2.6e-05,4e-05
1096,2.7e-05,2.7e-05,4.1e-05
1097,2.6e-05,2.7e-05,4e-05
1098,2.6e-05,2.6e-05,4e-05
1099,2.6e-05,2.7e-05,4e-05
1100,2.6e-05,2.7e-05,4.1e-05
1101,2.6e-05,2.6e-05,4.1e-05
1102,3e-05,2.7e-05,4e-05
1103,2.6e-05,2.7e-05,4.2e-05
1104,2.6e-05,2.7e-05,4.1e-05
1105,2.6e-05,2.6e-05,4e-05
1106,2.7e-05,2.7e-05,4.1e-05
1107,2.6e-05,2.7e-05,4e-05
1108,3.1e-05,2.7e-05,4.1e-05
1109,2.6e-05,2.7e-05,3.9e-05
1110,2.7e-05,2.6e-05,4.1e-05
1111,2.6e-05,2.7e-05,3.9e-05
1112,2.6e-05,2.7e-05,4.2e-05
1113,2.6e-05,2.7e-05,4.1e-05
1114,2.6e-05,2.6e-05,4.1e-05
1115,2.6e-05,2.7e-05,4.1e-05
1116,2.6e-05,2.7e-05,4.1e-05
1117,2.6e-05,2.7e-05,4.2e-05
1118,2.6e-05,2.7e-05,4.2e-05
1119,2.6e-05,2.7e-05,4.1e-05
1120,2.6e-05,2.7e-05,4.2e-05
1121,2.7e-05,3.4e-05,4.1e-05
1122,2.6e-05,3e-05,4.7e-05
1123,2.6e-05,2.8e-05,4.2e-05
1124,2.6e-05,2.7e-05,4.1e-05
1125,2.7e-05,2.7e-05,4.1e-05
1126,2.6e-05,2.7e-05,4.2e-05
1127,2.7e-05,2.7e-05,4.2e-05
1128,2.6e-05,2.7e-05,4.2e-05
1129,2.6e-05,2.7e-05,4e-05
1130,2.6e-05,2.7e-05,4.1e-05
1131,2.7e-05,2.7e-05,4.2e-05
1132,2.6e-05,2.7e-05,4.2e-05
1133,2.7e-05,2.8e-05,4.1e-05
1134,2.9e-05,2.7e-05,4.1e-05
1135,2.7e-05,2.7e-05,4.1e-05
1136,2.7e-05,2.7e-05,4.3e-05
1137,3.2e-05,2.8e-05,4.2e-05
1138,2.7e-05,2.7e-05,4.2e-05
1139,2.7e-05,2.7e-05,4.1e-05
1140,2.6e-05,2.8e-05,4.3e-05
1141,2.7e-05,2.7e-05,4.8e-05
1142,2.7e-05,2.7e-05,4.6e-05
1143,2.6e-05,2.8e-05,4.2e-05
1144,2.7e-05,2.7e-05,4.3e-05
1145,2.6e-05,2.8e-05,4.1e-05
1146,2.6e-05,2.7e-05,4.2e-05
1147,2.6e-05,2.8e-05,4.2e-05
1148,2.6e-05,2.7e-05,4.3e-05
1149,2.6e-05,3.4e-05,4.2e-05
1150,2.7e-05,2.9e-05,4.3e-05
1151,2.6e-05,2.8e-05,4.2e-05
1152,2.7e-05,2.8e-05,4.3e-05
1153,2.7e-05,2.8e-05,4.1e-05
1154,2.6e-05,2.7e-05,4.3e-05
1155,2.7e-05,2.8e-05,4.2e-05
1156,2.6e-05,2.7e-05,4.3e-05
1157,2.7e-05,2.8e-05,4.2e-05
1158,2.7e-05,2.8e-05,4.3e-05
1159,2.6e-05,2.8e-05,4.2e-05
1160,2.7e-05,2.8e-05,4.7e-05
1161,2.7e-05,2.8e-05,4.4e-05
1162,2.7e-05,2.7e-05,4.2e-05
1163,2.6e-05,2.7e-05,4.2e-05
1164,2.7e-05,2.7e-05,4.2e-05
1165,3.2e-05,2.8e-05,4.3e-05
1166,2.8e-05,2.8e-05,4.3e-05
1167,2.7e-05,2.8e-05,4.3e-05
1168,2.7e-05,2.8e-05,4.3e-05
1169,2.7e-05,2.7e-05,4.2e-05
1170,3.6e-05,2.7e-05,4.2e-05
1171,4.9e-05,2.8e-05,4.2e-05
1172,4.8e-05,2.8e-05,4.3e-05
1173,4.9e-05,2.8e-05,4.2e-05
1174,4.7e-05,2.8e-05,4.3e-05
1175,5e-05,2.7e-05,4.3e-05
1176,4.6e-05,2.7e-05,4.3e-05
1177,5.4e-05,3.4e-05,4.2e-05
1178,5.1e-05,2.8e-05,4.2e-05
1179,4.5e-05,2.8e-05,4.9e-05
1180,4.9e-05,2.8e-05,4.3e-05
1181,5e-05,2.8e-05,4.2e-05
1182,4.8e-05,2.8e-05,4.3e-05
1183,6e-05,2.8e-05,4.2e-05
1184,4.5e-05,2.8e-05,4.4e-05
1185,4.7e-05,2.8e-05,4.3e-05
1186,4.8e-05,2.8e-05,4.2e-05
1187,4.7e-05,2.7e-05,4.3e-05
1188,5.3e-05,2.7e-05,4.3e-05
1189,4.9e-05,2.8e-05,4.2e-05
1190,5.3e-05,2.8e-05,4.4e-05
1191,5.7e-05,2.8e-05,4.2e-05
1192,4.1e-05,2.8e-05,4.3e-05
1193,3e-05,2.8e-05,4.2e-05
1194,2.7e-05,2.8e-05,4.3e-05
1195,2.7e-05,3e-05,4.2e-05
1196,2.7e-05,2.8e-05,4.3e-05
1197,2.6e-05,2.8e-05,4.3e-05
1198,3.1e-05,2.8e-05,4.5e-05
1199,2.8e-05,2.8e-05,4.3e-05
1200,2.7e-05,2.8e-05,4.5e-05
1201,2.7e-05,2.8e-05,4.3e-05
1202,2.7e-05,2.7e-05,4.4e-05
1203,2.7e-05,2.8e-05,4.3e-05
1204,3.3e-05,3.5e-05,4.4e-05
1205,2.6e-05,2.9e-05,4.2e-05
1206,2.6e-05,2.9e-05,4.5e-05
1207,2.7e-05,2.8e-05,4.4e-05
1208,2.7e-05,2.8e-05,4.5e-05
1209,2.7e-05,2.8e-05,4.3e-05
1210,2.7e-05,2.8e-05,4.4e-05
1211,2.7e-05,2.8e-05,4.3e-05
1212,2.7e-05,2.9e-05,4.4e-05
1213,2.7e-05,2.8e-05,4.4e-05
1214,2.8e-05,2.9e-05,4.5e-05
1215,2.7e-05,2.8e-05,4.4e-05
1216,2.7e-05,2.8e-05,5.3e-05
1217,2.7e-05,2.8e-05,4.4e-05
1218,2.7e-05,2.8e-05,4.4e-05
1219,2.7e-05,2.8e-05,4.3e-05
1220,2.7e-05,2.8e-05,4.5e-05
1221,2.7e-05,2.8e-05,4.3e-05
1222,2.8e-05,2.8e-05,4.5e-05
1223,2.7e-05,2.8e-05,4.3e-05
1224,2.6e-05,2.8e-05,4.4e-05
1225,2.7e-05,2.8e-05,4.3e-05
1226,2.8e-05,2.8e-05,4.4e-05
1227,2.7e-05,2.8e-05,4.4e-05
1228,2.6e-05,2.8e-05,4.4e-05
1229,2.7e-05,2.9e-05,4.4e-05
1230,2.8e-05,2.8e-05,4.4e-05
1231,2.7e-05,3.5e-05,4.5e-05
1232,3.2e-05,3e-05,4.5e-05
1233,2.7e-05,2.9e-05,4.4e-05
1234,2.7e-05,2.9e-05,5e-05
1235,2.8e-05,2.8e-05,4.3e-05
1236,2.7e-05,2.8e-05,4.8e-05
